source_id,galactic_longitude,galactic_latitude,visual_magnitude,parallax
1.68706E+13,176.6655398,-48.55376387,19.564178,1.463853412
1.68706E+13,176.666085,-48.55824432,16.741184,0.027400342
1.68706E+13,176.6659599,-48.55548975,19.434628,0.613259507
1.69737E+13,176.6580381,-48.54434694,17.310637,0.602776832
1.70081E+13,176.6720478,-48.52572854,12.748305,2.31411002
1.70124E+13,176.6626495,-48.53003421,20.338572,2.388390257
1.71112E+13,176.7049406,-48.5135962,20.04796,4.655732265
1.71498E+13,176.7035521,-48.49787004,12.165601,1.661167185
1.73517E+13,176.6971392,-48.49914556,17.576918,1.233292965
1.73517E+13,176.6938208,-48.49397038,19.848198,1.52427905
1.73903E+13,176.6632333,-48.51169985,15.190617,2.003908858
1.73903E+13,176.6622888,-48.51216369,15.471213,2.229798994
1.75235E+13,176.6692643,-48.49161726,20.330732,0.223292592
1.75278E+13,176.6716515,-48.48175093,19.860762,1.60563478
1.76652E+13,176.5813986,-48.91958115,16.321474,1.059695657
1.76953E+13,176.5865583,-48.90334108,20.817465,2.230809808
1.78327E+13,176.580927,-48.88231967,18.812529,1.699399081
1.78671E+13,176.5666373,-48.92107165,18.856089,1.912648011
1.78671E+13,176.5624259,-48.92417409,17.421501,0.468109259
1.78671E+13,176.5509911,-48.91650744,19.69934,3.09599963
1.79358E+13,176.5314992,-48.92394926,20.519863,0.563786639
1.80732E+13,176.5361799,-48.88828841,19.052267,2.57624408
1.81419E+13,176.6026466,-48.85807322,19.044182,0.800736009
1.82107E+13,176.5767679,-48.86660146,18.054995,0.084257727
1.82107E+13,176.5787383,-48.85959774,20.755589,0.503200605
1.82837E+13,176.6005771,-48.8309558,17.296766,2.19175417
1.83481E+13,176.5910181,-48.82816012,19.264427,1.017857067
1.84512E+13,176.5556301,-48.85006329,20.654789,0.675328856
1.84855E+13,176.534822,-48.8711287,20.540565,0.490358787
1.86616E+13,176.5379362,-48.82750293,16.58088,0.657754942
1.87261E+13,176.5203281,-48.90433899,20.281864,1.204506093
1.87991E+13,176.4990364,-48.90730359,18.303305,1.30630491
1.88291E+13,176.5231251,-48.8993869,18.81348,1.01604069
1.88334E+13,176.5136795,-48.89843168,16.850706,0.869625135
1.92114E+13,176.4483526,-48.88063244,15.887926,0.369343801
1.92758E+13,176.5279276,-48.85562163,20.330523,0.366343488
1.92758E+13,176.5278792,-48.84985258,18.628433,1.240224749
1.94476E+13,176.5106924,-48.84149151,19.031052,0.694777241
1.94519E+13,176.5077861,-48.84310508,15.268296,0.62963535
1.9482E+13,176.506487,-48.82373089,20.793167,2.82256509
1.95206E+13,176.4714325,-48.8665473,15.119571,0.811850332
1.96194E+13,176.4623458,-48.86201438,19.236643,1.461487578
1.96194E+13,176.4512357,-48.86370687,20.56055,1.884944973
1.96194E+13,176.4592206,-48.85829768,20.559212,1.717374183
1.96881E+13,176.4783327,-48.82984493,19.935184,0.148426628
1.97268E+13,176.4561016,-48.8380558,15.265607,4.52740948
2.00317E+13,176.6004363,-48.7547759,19.56174,0.716137016
2.02035E+13,176.5698393,-48.77205256,18.152761,1.756804034
2.02078E+13,176.5652685,-48.77357983,16.847597,0.287226763
2.0341E+13,176.6178622,-48.74769974,19.791754,0.264562618
2.0444E+13,176.6068022,-48.73684599,18.700117,0.57060705
2.05128E+13,176.622778,-48.70369664,20.15373,0.962188493
2.06889E+13,176.5472451,-48.75243967,19.282045,0.244807397
2.07876E+13,176.5766596,-48.70817883,19.357212,0.8202694
2.08907E+13,176.5186093,-48.8141278,18.768126,3.851560561
2.13073E+13,176.4883489,-48.78106645,16.397844,0.573669088
2.13374E+13,176.4940117,-48.76506844,18.69972,3.567051495
2.13718E+13,176.4573335,-48.78548706,20.10339,2.380675292
2.15092E+13,176.5114882,-48.75989408,19.045397,0.795083687
2.17884E+13,176.4661348,-48.76034803,14.346959,1.256873382
2.17884E+13,176.46462,-48.76279355,12.96874,2.179118474
2.18184E+13,176.4661512,-48.74271881,17.879084,0.105325805
2.19902E+13,176.426963,-48.92550169,20.603737,0.335251033
2.20289E+13,176.4371433,-48.90990032,19.68652,0.162032264
2.21277E+13,176.4296755,-48.90001843,18.80459,2.545819589
2.2162E+13,176.4392431,-48.88246324,19.133093,0.230642757
2.22995E+13,176.3782017,-48.91616446,20.662973,1.788371917
2.24713E+13,176.3712182,-48.90726188,18.492502,1.966157759
2.25056E+13,176.3618541,-48.89429527,19.015398,1.225603906
2.25743E+13,176.4344368,-48.85947914,20.528046,0.446185255
2.26087E+13,176.4103045,-48.87808368,20.53428,1.467978505
2.27461E+13,176.4067327,-48.83916003,19.759798,1.504870493
2.27805E+13,176.4176644,-48.83530904,19.218422,0.085024907
2.28149E+13,176.3890423,-48.88195133,18.244738,1.394891582
2.28492E+13,176.4025665,-48.85342424,18.828028,0.290030633
2.28492E+13,176.3933892,-48.85392439,20.228563,0.720175958
2.28535E+13,176.4014175,-48.85562157,20.00249,0.902685957
2.2991E+13,176.3991817,-48.83439252,14.405825,1.914079023
2.30253E+13,176.360134,-48.85047679,16.331987,0.39594966
2.30897E+13,176.3403858,-48.93834024,19.759796,1.265830227
2.33002E+13,176.3250827,-48.9032299,18.547283,5.191678426
2.34677E+13,176.2776054,-48.93148134,18.923857,0.232975453
2.35708E+13,176.2817651,-48.90860654,18.516527,0.26651782
2.35708E+13,176.2719617,-48.90906966,18.76739,0.535298863
2.36094E+13,176.2895047,-48.8996659,16.60363,0.549020593
2.37082E+13,176.318503,-48.88390156,20.314657,0.839783392
2.37469E+13,176.3233807,-48.8583821,16.538525,0.720744144
2.38113E+13,176.3563979,-48.83773752,16.890995,1.414524679
2.388E+13,176.3356172,-48.84147047,19.950598,1.165592656
2.40518E+13,176.2987847,-48.85636068,19.51236,0.383441349
2.40518E+13,176.3028469,-48.84825669,20.462078,2.557572742
2.40905E+13,176.3174602,-48.83347787,17.415257,0.80962508
2.41248E+13,176.2749849,-48.85032614,16.699455,1.713184755
2.41936E+13,176.4426569,-48.81993805,20.157434,0.826737291
2.42279E+13,176.4494989,-48.79348476,19.30955,2.002166338
2.42279E+13,176.4498641,-48.79558112,18.379196,0.905824245
2.43954E+13,176.4191682,-48.78128961,19.939833,2.995635879
2.44341E+13,176.4141964,-48.77520106,17.689728,1.055254409
2.44341E+13,176.4143113,-48.77858296,13.81266,1.126924175
2.44641E+13,176.4020442,-48.82170589,19.20783,0.521942315
2.44641E+13,176.3981237,-48.82418364,20.24765,2.278299289
2.44985E+13,176.3902764,-48.79654066,17.842936,0.032004737
2.44985E+13,176.3913079,-48.80623977,20.72393,1.830774491
2.50482E+13,176.4029241,-48.74686054,18.79371,0.937367238
2.51556E+13,176.4020932,-48.72977913,17.690277,0.20252843
2.51857E+13,176.4052003,-48.71887143,20.62641,0.835667471
2.522E+13,176.3815432,-48.73932614,17.751997,2.678059433
2.52544E+13,176.3957763,-48.71695097,17.68194,0.152695588
2.53575E+13,176.3333271,-48.81943437,18.475216,0.310885736
2.53575E+13,176.3233629,-48.82842764,19.866468,1.403159683
2.53618E+13,176.3258321,-48.82653148,14.897777,5.140984147
2.56324E+13,176.2896998,-48.82194262,16.540918,0.348686801
2.58042E+13,176.2903732,-48.77499248,19.772112,1.403086389
2.58385E+13,176.3498171,-48.76197985,18.769085,0.400370784
2.59416E+13,176.3477262,-48.74997643,19.016516,2.225707659
2.59803E+13,176.3693362,-48.73207567,11.724028,1.987432343
2.6049E+13,176.3497878,-48.73218868,16.905231,0.932746949
2.62165E+13,176.2913795,-48.75370776,19.2777,0.2774715
2.62852E+13,176.3133942,-48.72623004,18.732052,0.381296037
2.62852E+13,176.3305324,-48.72233337,20.116283,0.468227643
2.66288E+13,176.6159531,-48.6479484,19.494108,0.99080224
2.67362E+13,176.5691739,-48.69889072,16.030119,1.64768225
2.67662E+13,176.5675621,-48.67345021,20.542387,1.230294528
2.6835E+13,176.5892784,-48.65109296,10.0179405,5.953793762
2.6938E+13,176.622949,-48.63217998,18.810005,0.391081493
2.70068E+13,176.6015855,-48.63209536,19.212254,0.65845664
2.70111E+13,176.6166094,-48.63638348,17.030876,0.150970961
2.71485E+13,176.6098588,-48.60929231,15.099422,2.277207671
2.72129E+13,176.5867984,-48.63577827,18.089598,1.204665459
2.72816E+13,176.5658012,-48.63331053,16.907125,0.425954952
2.72816E+13,176.556709,-48.63866556,20.474085,0.162043644
2.7316E+13,176.5601501,-48.62828807,20.053986,0.288930302
2.73847E+13,176.5813368,-48.59688794,19.578989,0.752113812
2.74878E+13,176.5424841,-48.68952321,18.879879,0.234442902
2.75222E+13,176.5408065,-48.68085996,16.394306,0.829109069
2.75222E+13,176.5402951,-48.67742827,18.959099,0.380147217
2.76252E+13,176.5388957,-48.66718735,17.066343,0.286153309
2.76939E+13,176.5260113,-48.67093328,20.048662,0.920764371
2.7797E+13,176.5044657,-48.68309364,20.178772,0.718355219
2.78657E+13,176.468449,-48.6869131,20.305819,2.424263039
2.79345E+13,176.5093342,-48.6553222,18.711315,0.10198377
2.80719E+13,176.5379009,-48.62935059,19.457878,1.129935578
2.80762E+13,176.5368499,-48.62745259,16.215115,0.634318694
2.82093E+13,176.5521943,-48.58746816,17.060104,0.19393206
2.82437E+13,176.5337207,-48.60338282,20.381721,1.456076297
2.8248E+13,176.5223361,-48.61285746,15.637931,1.281026448
2.82781E+13,176.5241148,-48.60015123,17.266638,0.24316686
2.83124E+13,176.497255,-48.63423427,18.65201,0.063893839
2.83468E+13,176.5083686,-48.62213868,19.784729,1.236002311
2.85186E+13,176.4854715,-48.61284951,20.319134,0.740659376
2.86904E+13,176.6224891,-48.56646809,20.432573,2.120478922
2.89352E+13,176.5636001,-48.58019253,17.384813,0.812836461
2.89653E+13,176.5633517,-48.569017,17.751652,1.495235219
2.89996E+13,176.6058608,-48.54750825,20.711988,2.032877075
2.90383E+13,176.601963,-48.53056617,16.773876,1.580234312
2.90683E+13,176.5782243,-48.5460937,19.086317,0.580515985
2.91371E+13,176.6352046,-48.52024563,18.94077,1.651557105
2.92058E+13,176.6243085,-48.52074388,19.542513,1.43763322
2.92788E+13,176.6365513,-48.48667993,12.472704,1.321661602
2.93432E+13,176.6181612,-48.48368117,19.023312,2.030353736
2.94807E+13,176.5747932,-48.51688316,20.090841,1.349489582
2.9485E+13,176.5842901,-48.52407071,19.904152,1.706745264
2.96181E+13,176.5743297,-48.49049982,17.636627,2.248079236
2.96224E+13,176.5857299,-48.49404468,14.526101,3.544807284
2.96525E+13,176.5787399,-48.47068778,17.711603,0.570393445
2.96868E+13,176.5597088,-48.57249415,17.197649,1.534754949
2.98243E+13,176.5574926,-48.54521909,20.172832,0.804678543
2.98586E+13,176.5655824,-48.5308147,17.316916,0.294323588
2.9893E+13,176.5254816,-48.55659447,19.440613,1.864866843
2.99961E+13,176.507511,-48.56536654,19.171738,1.453954202
3.00304E+13,176.4942249,-48.58590454,17.571232,0.260898727
3.00304E+13,176.4944524,-48.57699553,19.224394,0.212236379
3.00347E+13,176.4756559,-48.58997414,14.038215,1.019636336
3.00991E+13,176.5027125,-48.5478771,19.284664,0.526526531
3.01034E+13,176.513112,-48.54916808,17.436941,2.817155981
3.03439E+13,176.5423746,-48.50269317,9.899,1.120139134
3.0374E+13,176.5510469,-48.49060214,17.663551,1.850368986
3.05802E+13,176.5013287,-48.51847602,17.898233,0.32781581
3.06489E+13,176.5198352,-48.49341252,20.484077,2.87099052
3.06832E+13,176.5248212,-48.4825401,18.046072,1.513632292
3.07176E+13,176.4965136,-48.50305205,19.135946,1.498059672
3.08207E+13,176.4509362,-48.68769332,20.036978,0.051406426
3.0855E+13,176.4260755,-48.69574403,20.004457,1.352397856
3.08894E+13,176.4254053,-48.68535909,19.27008,1.472443355
3.08894E+13,176.4217562,-48.68370658,19.713486,0.611156896
3.10268E+13,176.4286117,-48.66369775,18.939943,1.214571249
3.10268E+13,176.4393207,-48.65524738,20.237946,0.212479292
3.10956E+13,176.4009275,-48.69133367,20.280252,0.126909352
3.11299E+13,176.3957071,-48.70377883,19.94143,0.720454517
3.11299E+13,176.3842966,-48.70857664,20.325459,0.479145936
3.1233E+13,176.4231465,-48.66536496,18.471264,2.764463885
3.12674E+13,176.3909923,-48.67090966,18.584211,1.299940246
3.12717E+13,176.3880144,-48.67133494,18.696404,1.338227395
3.13017E+13,176.3909664,-48.66345914,20.380196,0.391438085
3.13017E+13,176.3970052,-48.65364571,19.483604,0.779030203
3.13361E+13,176.4626959,-48.64215486,20.193403,1.919185666
3.13704E+13,176.4642901,-48.62097181,18.288242,0.799652176
3.13704E+13,176.4498187,-48.62411219,19.220793,0.431096208
3.14048E+13,176.4297932,-48.65015341,20.288654,0.340899398
3.1611E+13,176.4054117,-48.64790668,19.36828,1.589387499
3.16797E+13,176.4001713,-48.64164421,18.75572,1.010796362
3.17183E+13,176.3981787,-48.63044346,19.780272,1.243194964
3.17484E+13,176.4113381,-48.62248058,15.90693,0.913952102
3.18171E+13,176.4065369,-48.61483918,18.768148,1.832715205
3.18171E+13,176.3940141,-48.61755243,19.059755,0.4355664
3.18901E+13,176.3667223,-48.71146165,15.20826,1.199192058
3.19245E+13,176.369001,-48.69647899,16.730787,0.394299968
3.19546E+13,176.340989,-48.70165435,19.236053,0.929543492
3.19546E+13,176.3354253,-48.70422061,19.926126,2.537861748
3.19589E+13,176.3499422,-48.71276272,15.489061,8.719777712
3.2092E+13,176.3499421,-48.68254496,20.148563,0.01339127
3.20963E+13,176.3410153,-48.68415869,15.759908,0.115109554
3.21264E+13,176.3471483,-48.66334032,19.41116,0.33751718
3.24055E+13,176.3064543,-48.66469654,19.363346,0.352410045
3.25387E+13,176.3434946,-48.63017944,15.330818,1.95647857
3.26117E+13,176.3712104,-48.60404834,16.11808,0.849767427
3.26761E+13,176.3585911,-48.60303756,19.96907,2.350918822
3.27105E+13,176.3234929,-48.64695681,20.497192,1.764399358
3.27448E+13,176.3363304,-48.63865346,17.624256,0.383700592
3.27448E+13,176.3207481,-48.63534705,20.213156,1.566954457
3.28479E+13,176.3351368,-48.62664915,19.033333,1.928009521
3.30197E+13,176.4659072,-48.56679567,19.251183,0.198238158
3.31915E+13,176.434757,-48.56268695,18.205305,1.034278367
3.32645E+13,176.4191154,-48.59118745,9.887423,1.402973874
3.33289E+13,176.4060872,-48.58311698,18.267248,0.840514514
3.36038E+13,176.4551419,-48.5347107,19.911596,1.617105689
