pl_name,hostname,galactic_latitude,galactic_longitude,distance,visual_mag
HATS-13 b,HATS-13,-40.44359,20.64911,421.855,13.911
HATS-14 b,HATS-14,-37.08329,20.03137,513.011,14.052
HATS-15 b,HATS-15,-33.28171,26.56133,1139.55,14.909
HATS-16 b,HATS-16,-77.12348,16.62766,757.044,13.957
HATS-17 b,HATS-17,15.25563,302.46383,400.331,12.402
HATS-18 b,HATS-18,30.87451,283.68658,624.368,14.188
HATS-2 b,HATS-2,37.9221,283.96382,341.925,13.565
HATS-22 b,HATS-22,30.52487,283.88751,229.518,13.397
HATS-23 b,HATS-23,-22.61865,346.88498,639.004,13.84
HATS-24 b,HATS-24,-17.45562,331.7177,494.182,12.915
HATS-25 b,HATS-25,37.0577,320.25244,471.158,13.172
HATS-26 b,HATS-26,17.78428,259.72931,861.843,13.006
HATS-27 b,HATS-27,16.28136,303.42806,816.988,12.782
HATS-28 b,HATS-28,-21.13143,347.45078,535.383,13.981
HATS-29 b,HATS-29,-23.142,341.6104,353.891,12.62
HATS-3 b,HATS-3,-36.07191,21.29696,411.211,12.433
HATS-30 b,HATS-30,-56.81169,309.55456,342.14,12.283
HATS-31 b,HATS-31,38.43228,301.5875,773.974,13.315
HATS-32 b,HATS-32,-64.93107,40.58713,745.116,14.386
HATS-33 b,HATS-33,-28.57624,342.28699,248.46,11.91
HATS-34 b,HATS-34,-53.76568,312.35473,508.842,13.857
HATS-35 b,HATS-35,-30.1993,332.9417,514.555,12.609
HATS-36 b,HATS-36,-17.59239,15.35677,856.436,14.364
HATS-37 A b,HATS-37 A,39.43782,311.21577,211.896,12.341
HATS-38 b,HATS-38,25.74431,264.16473,343.525,11.967
HATS-39 b,HATS-39,-5.70925,243.75063,878.521,12.745
HATS-4 b,HATS-4,-17.44828,229.82471,416.459,13.516
HATS-40 b,HATS-40,-14.90957,239.1018,1342.29,13.478
HATS-41 b,HATS-41,-11.43574,237.62132,737.668,12.678
HATS-42 b,HATS-42,-10.30432,245.353,800.377,13.682
HATS-43 b,HATS-43,-31.63293,234.24754,362.273,13.562
HATS-44 b,HATS-44,-27.62676,232.00021,446.035,14.397
HATS-45 b,HATS-45,-10.52264,232.27915,772.11,13.325
HATS-46 b,HATS-46,-60.47939,309.86547,453.808,13.783
HATS-47 b,HATS-47,-23.20563,347.51462,300.67,14.602
HATS-48 A b,HATS-48 A,-26.03035,337.02981,263.609,14.226
HATS-49 b,HATS-49,-60.44212,309.95254,324.413,14.988
HATS-5 b,HATS-5,-40.50457,218.87313,246.384,12.598
HATS-50 b,HATS-50,-26.21481,15.57751,756.742,14.045
HATS-51 b,HATS-51,-12.80521,239.24083,389.57,12.525
HATS-52 b,HATS-52,12.91685,258.64602,555.134,13.844
HATS-53 b,HATS-53,27.09909,287.81848,585.77,13.944
HATS-54 b,HATS-54,17.83244,308.7308,748.585,13.937
HATS-55 b,HATS-55,-5.65081,247.00209,609.838,13.525
HATS-56 b,HATS-56,16.1654,293.75341,564.409,11.477
HATS-57 b,HATS-57,-45.29945,213.15118,279.485,12.333
HATS-58 A b,HATS-58 A,13.69998,298.83397,403.591,11.572
HATS-59 b,HATS-59,35.90172,276.98925,642.884,14.033
HATS-59 c,HATS-59,35.90172,276.98925,642.884,14.033
HATS-6 b,HATS-6,-21.24572,224.11351,169.318,15.044
HATS-60 b,HATS-60,-58.32068,48.99978,486.474,12.662
HATS-61 b,HATS-61,-46.47071,222.08862,679.761,13.352
HATS-62 b,HATS-62,-36.02854,21.4425,523.067,14.171
HATS-63 b,HATS-63,-42.08891,227.5666,623.232,13.992
HATS-64 b,HATS-64,16.52291,260.19288,1080.15,13.045
HATS-65 b,HATS-65,-20.13798,12.40758,493.32,12.679
HATS-66 b,HATS-66,-15.84807,243.30951,1477.98,14.283
HATS-67 b,HATS-67,15.84163,293.85557,960.109,13.698
HATS-68 b,HATS-68,-58.18845,300.82877,603.955,12.312
HATS-69 b,HATS-69,-26.54746,335.64057,414.537,14.074
HATS-7 b,HATS-7,39.24434,322.30706,240.707,13.347
HATS-70 b,HATS-70,-8.84384,243.60243,1458.83,12.227
HATS-71 b,HATS-71,-55.32527,300.69263,140.225,16.437
HATS-72 b,HATS-72,-57.17082,43.77685,127.589,12.324
HATS-74 A b,HATS-74 A,38.74006,276.21878,299.389,17.26
HATS-75 b,HATS-75,-47.10702,221.9558,194.964,15.689
HATS-76 b,HATS-76,-40.39974,233.59134,385.689,16.68
HATS-77 b,HATS-77,21.57897,262.26931,436.176,16.195
HATS-8 b,HATS-8,-21.46173,14.08379,794.637,14.512
HATS-9 b,HATS-9,-15.82835,18.0176,638.7,13.256
HD 100546 b,HD 100546,-8.32378,296.36705,109.677,6.69
HD 100655 b,HD 100655,71.31893,229.79849,137.178,6.4421
HD 100777 b,HD 100777,53.25718,270.2851,49.5336,8.42
HD 10180 c,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 10180 d,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 10180 e,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 10180 f,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 10180 g,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 10180 h,HD 10180,-55.69407,292.80544,38.9607,7.33
HD 101930 b,HD 101930,3.68473,294.01002,30.0274,8.21
HD 102117 b,HD 102117,3.05495,294.36019,39.5792,7.47
HD 102195 b,HD 102195,61.04918,267.21723,29.3386,8.07
HD 102272 b,HD 102272,70.02217,250.2936,347.097,8.69
HD 102329 b,HD 102329,61.74645,266.98341,217.107,7.88
HD 102329 c,HD 102329,61.74645,266.98341,217.107,7.88
HD 102365 b,HD 102365,20.70994,289.79179,9.2894,4.89
HD 102843 b,HD 102843,58.03595,273.09687,62.758,9.26
HD 102956 b,HD 102956,57.69918,137.97253,121.89,7.86
HD 103197 b,HD 103197,11.49757,293.44815,57.1463,9.4
HD 103720 b,HD 103720,57.30785,276.98106,45.5352,9.5
HD 103774 b,HD 103774,48.59416,282.54664,56.4089,7.13463
HD 103891 b,HD 103891,52.0254,281.02942,55.5213,6.59451
HD 103949 b,HD 103949,37.35505,287.57862,26.4997,8.7
HD 104067 b,HD 104067,40.85838,286.65584,20.3632,7.92
HD 104067 c,HD 104067,40.85838,286.65584,20.3632,7.92
HD 10442 b,HD 10442,-57.78259,147.08028,135.374,7.828
HD 104985 b,HD 104985,39.91754,126.32086,100.576,5.79389
HD 105618 b,HD 105618,71.29123,269.21713,70.0837,8.63
HD 105618 c,HD 105618,71.29123,269.21713,70.0837,8.63
HD 105779 b,HD 105779,44.81839,289.119,55.2411,8.65
HD 106252 b,HD 106252,70.71215,273.5046,38.185,7.41
HD 106270 b,HD 106270,52.22842,287.59509,93.808,7.58
HD 106315 b,HD 106315,61.03534,283.25037,109.353,8.951
HD 106315 c,HD 106315,61.03534,283.25037,109.353,8.951
HD 10647 b,HD 10647,-61.7687,286.89639,17.3357,5.52
HD 106515 A b,HD 106515 A,54.50662,287.28411,34.0915,7.971
HD 106906 b,HD 106906,6.58881,298.21871,103.029,7.8
HD 10697 b,HD 10697,-41.04386,139.67128,33.1205,6.28262
HD 107148 b,HD 107148,58.57514,287.37149,49.4156,8.01
HD 107148 c,HD 107148,58.57514,287.37149,49.4156,8.01
HD 108147 b,HD 108147,-1.29064,300.12454,38.92,6.99
HD 108202 b,HD 108202,61.09684,289.6044,38.6846,10.26
HD 108236 b,HD 108236,11.31345,298.93443,64.5978,9.25
HD 108236 c,HD 108236,11.31345,298.93443,64.5978,9.25
HD 108236 d,HD 108236,11.31345,298.93443,64.5978,9.25
HD 108236 e,HD 108236,11.31345,298.93443,64.5978,9.25
HD 108236 f,HD 108236,11.31345,298.93443,64.5978,9.25
HD 108341 b,HD 108341,-8.64016,301.00794,48.9102,9.38
HD 108863 b,HD 108863,82.93966,258.98417,164.742,7.71
HD 108874 b,HD 108874,83.62475,253.57668,59.5175,8.76
HD 108874 c,HD 108874,83.62475,253.57668,59.5175,8.76
HD 109246 b,HD 109246,42.57306,124.68489,67.8349,8.751
HD 109271 b,HD 109271,51.00899,295.97556,55.8716,8.04
HD 109271 c,HD 109271,51.00899,295.97556,55.8716,8.04
HD 109286 b,HD 109286,69.70561,290.07159,55.4156,8.78
HD 109749 b,HD 109749,21.98007,300.04152,63.0821,8.08
HD 10975 b,HD 10975,-23.55208,135.20142,116.506,5.94188
HD 109833 b,HD 109833,-11.72233,302.09461,79.5561,9.29
HD 109833 c,HD 109833,-11.72233,302.09461,79.5561,9.29
HD 109988 b,HD 109988,30.07542,299.97278,42.5279,8.9
HD 110014 b,HD 110014,54.75208,297.69653,100.758,4.64597
HD 110067 b,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110067 c,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110067 d,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110067 e,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110067 f,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110067 g,HD 110067,82.37965,281.0126,32.1585,8.419
HD 110082 b,HD 110082,-25.24938,302.92213,105.096,9.23
HD 110113 b,HD 110113,18.51297,300.80214,106.307,10.09
HD 110113 c,HD 110113,18.51297,300.80214,106.307,10.09
HD 110537 b,HD 110537,58.75489,298.86551,45.0858,7.83
HD 11112 b,HD 11112,-71.49206,267.48348,44.3804,7.13
HD 111232 b,HD 111232,-5.55411,302.69417,28.9571,7.59
HD 111232 c,HD 111232,-5.55411,302.69417,28.9571,7.59
HD 111591 b,HD 111591,85.72696,299.3813,114.166,6.417
HD 111998 b,HD 111998,59.31575,303.78445,33.2237,6.11006
HD 112300 b,HD 112300,66.24818,305.50863,62.07324,3.39515
HD 112570 b,HD 112570,70.91835,119.9169,101.166,6.11055
HD 112640 b,HD 112640,49.87644,122.10241,323.335,6.53649
HD 113337 b,HD 113337,53.47917,121.00202,36.18,6.02078
HD 113337 c,HD 113337,53.47917,121.00202,36.18,6.02078
HD 11343 c,HIP 8541,-60.62926,285.47075,155.121,7.88
HD 113538 b,HD 113538,10.37061,305.02208,16.2817,9.05
HD 113538 c,HD 113538,10.37061,305.02208,16.2817,9.05
HD 113996 b,HD 113996,86.47046,41.91496,116.334,4.77044
HD 114082 b,HD 114082,2.48683,305.14033,95.3906,8.2
HD 114386 b,HD 114386,27.64978,307.37226,27.9243,8.73
HD 114729 b,HD 114729,30.77939,308.19408,37.8063,6.68
HD 114783 b,HD 114783,60.16222,313.66815,21.0628,7.56
HD 114783 c,HD 114783,60.16222,313.66815,21.0628,7.56
HD 11505 b,HD 11505,-60.26284,155.32706,38.9679,7.43
HD 11506 b,HD 11506,-73.99475,187.75857,51.261,7.51
HD 11506 c,HD 11506,-73.99475,187.75857,51.261,7.51
HD 11506 d,HD 11506,-73.99475,187.75857,51.261,7.51
HD 115404 A b,HD 115404 A,78.30331,334.41024,10.9816,6.50066
HD 115404 A c,HD 115404 A,78.30331,334.41024,10.9816,6.50066
HD 115954 b,HD 115954,77.27192,96.73653,87.6437,8.34
HD 116029 b,HD 116029,82.97723,13.88354,123.245,7.88
HD 116029 c,HD 116029,82.97723,13.88354,123.245,7.88
HD 117207 b,HD 117207,26.66515,311.55142,32.3547,7.26
HD 11755 b,HD 11755,10.92581,127.83989,235.045,6.88269
HD 117618 b,HD 117618,15.02765,310.11149,37.7781,7.17
HD 118203 b,HD 118203,62.26188,109.34478,92.2589,8.05
HD 118203 c,HD 118203,62.26188,109.34478,92.2589,8.05
HD 11964 b,HD 11964,-67.09225,168.57627,33.5369,6.41525
HD 11964 c,HD 11964,-67.09225,168.57627,33.5369,6.41525
HD 11977 b,HD 11977,-48.35566,293.92489,67.9331,4.68
HD 120084 b,HD 120084,38.72676,119.56432,103.044,5.90686
HD 121504 b,HD 121504,5.65692,312.08414,41.6592,7.54
HD 12235 b,HD 12235,-55.52893,154.33809,31.7627,5.88051
HD 12235 c,HD 12235,-55.52893,154.33809,31.7627,5.88051
HD 122562 c,HD 122562,72.66307,15.63799,53.2528,7.659
HD 124330 b,HD 124330,59.05418,100.20285,60.1977,7.88
HD 12484 b,HD 12484,-55.50619,155.46172,48.3367,8.18
HD 125271 b,HD 125271,-19.26305,306.57222,39.3466,9.68
HD 125390 b,HD 125390,68.40106,71.64737,153.647,8.21
HD 125595 b,HD 125595,19.31718,320.90869,28.1989,9.03
HD 125612 b,HD 125612,40.39538,331.38949,57.6207,8.31
HD 125612 c,HD 125612,40.39538,331.38949,57.6207,8.31
HD 125612 d,HD 125612,40.39538,331.38949,57.6207,8.31
HD 12648 b,HD 12648,23.1617,124.65937,182.192,6.98656
HD 126525 b,HD 126525,8.17624,317.62367,37.6506,7.85
HD 12661 b,HD 12661,-34.58321,143.06278,37.8478,7.43
HD 12661 c,HD 12661,-34.58321,143.06278,37.8478,7.43
HD 126614 b,HD 126614,50.31505,342.01145,73.0961,8.81
HD 127506 b,HD 127506,67.2894,60.57666,22.5279,8.7
HD 128311 b,HD 128311,59.83597,2.7292,16.3292,7.48
HD 128311 c,HD 128311,59.83597,2.7292,16.3292,7.48
HD 128356 b,HD 128356,31.27473,330.87143,26.1548,8.2411
HD 129445 b,HD 129445,-8.17016,313.03727,67.4386,8.8
HD 130322 b,HD 130322,50.89111,353.2136,31.8766,8.04
HD 131496 b,HD 131496,60.58844,21.81161,131.849,7.8
HD 13167 b,HD 13167,-72.57899,209.21548,148.934,8.34
HD 13189 b,HD 13189,-27.70854,141.56782,497.823,7.57
HD 132406 b,HD 132406,55.01079,90.14771,70.7832,8.45
HD 132563 b,HD 132563,59.44282,74.89413,105.155,8.928001
HD 133131 A b,HD 133131 A,26.53439,335.53726,51.4736,7.66
HD 133131 A c,HD 133131 A,26.53439,335.53726,51.4736,7.66
HD 133131 B b,HD 133131 B,26.53496,335.53946,51.2993,8.413
HD 134060 b,HD 134060,-2.92076,318.80629,24.0125,6.29
HD 134060 c,HD 134060,-2.92076,318.80629,24.0125,6.29
HD 134606 b,HD 134606,-10.93111,314.43361,26.7909,6.86
HD 134606 c,HD 134606,-10.93111,314.43361,26.7909,6.86
HD 134606 d,HD 134606,-10.93111,314.43361,26.7909,6.86
HD 134606 e,HD 134606,-10.93111,314.43361,26.7909,6.86
HD 134606 f,HD 134606,-10.93111,314.43361,26.7909,6.86
HD 134987 b,HD 134987,27.3871,339.18433,26.1804,6.47
HD 134987 c,HD 134987,27.3871,339.18433,26.1804,6.47
HD 135625 b,HD 135625,9.75878,327.81443,56.518,7.72
HD 135694 b,HD 135694,41.33459,109.1566,73.8713,9.08
HD 135872 b,HD 135872,42.11025,356.03012,82.4251,7.28103
HD 136118 b,HD 136118,44.34952,359.94098,51.4359,6.9456
HD 136352 b,HD 136352,7.38103,327.07069,14.682,5.65
HD 136352 c,HD 136352,7.38103,327.07069,14.682,5.65
HD 136352 d,HD 136352,7.38103,327.07069,14.682,5.65
HD 136418 b,HD 136418,56.56756,68.48574,105.168,7.849
HD 136925 b,HD 136925,52.09872,19.32438,47.874,7.91433
HD 13724 c,HD 13724,-64.68633,269.335,43.465,7.89
HD 137388 b,HD 137388,-19.58207,309.74334,40.4841,8.71
HD 137496 b,HD 137496,32.32096,348.34536,155.317,9.899
HD 137496 c,HD 137496,32.32096,348.34536,155.317,9.899
HD 13808 b,HD 13808,-59.46088,279.09436,28.2305,8.36
HD 13808 c,HD 13808,-59.46088,279.09436,28.2305,8.36
HD 13908 b,HD 13908,4.2186,131.74451,79.5515,7.52
HD 13908 c,HD 13908,4.2186,131.74451,79.5515,7.52
HD 13931 b,HD 13931,-16.44854,138.83237,47.3963,7.61
HD 139357 b,HD 139357,49.84741,86.15965,112.09,5.97272
HD 1397 b,HD 1397,-50.42274,308.21517,79.5702,7.79
HD 14067 b,HD 14067,-35.05762,147.04613,142.024,6.53329
HD 140901 b,HD 140901,12.98895,337.16094,15.2528,6.01
HD 140901 c,HD 140901,12.98895,337.16094,15.2528,6.01
HD 141004 b,HD 141004,44.10377,15.69566,11.8148,4.4154
HD 141399 b,HD 141399,50.45641,74.98872,37.0169,7.20856
HD 141399 c,HD 141399,50.45641,74.98872,37.0169,7.20856
HD 141399 d,HD 141399,50.45641,74.98872,37.0169,7.20856
HD 141399 e,HD 141399,50.45641,74.98872,37.0169,7.20856
HD 141937 b,HD 141937,26.78098,351.88911,33.3622,7.25
HD 142 A d,HD 142,-66.38756,321.5814,26.1853,5.7
HD 142 b,HD 142,-66.38756,321.5814,26.1853,5.7
HD 142 c,HD 142,-66.38756,321.5814,26.1853,5.7
HD 142022 A b,HD 142022 A,-23.31633,307.71909,34.2802,7.7
HD 142245 b,HD 142245,46.38366,26.94357,97.2305,7.46
HD 142415 b,HD 142415,-5.25392,324.17725,35.5318,7.33
HD 143105 b,HD 143105,40.62573,102.97517,46.7789,6.77005
HD 143361 b,HD 143361,6.27404,334.96858,68.5146,9.2
HD 144899 b,HD 144899,2.71134,333.71817,115.665,8.97
HD 145377 b,HD 145377,17.53871,348.63857,53.4884,9.236
HD 145457 b,HD 145457,46.03028,44.30174,135.292,6.57226
HD 145675 c,14 Her,46.94447,69.16849,17.9323,6.61935
HD 145934 b,HD 145934,41.01691,26.92843,227.881,8.495
HD 1461 b,HD 1461,-69.41004,99.3068,23.4534,6.47933
HD 1461 c,HD 1461,-69.41004,99.3068,23.4534,6.47933
HD 147018 b,HD 147018,-8.44094,325.41034,40.4256,8.3
HD 147018 c,HD 147018,-8.44094,325.41034,40.4256,8.3
HD 147379 b,HD 147379,39.47188,99.90191,10.7643,8.61
HD 147513 b,HD 147513,7.21242,341.6211,12.9032,5.37
HD 14787 b,HD 14787,-45.98861,156.37974,119.137,7.63
HD 147873 b,HD 147873,10.84575,345.98514,109.055,7.96
HD 147873 c,HD 147873,10.84575,345.98514,109.055,7.96
HD 148156 b,HD 148156,1.70153,337.02287,57.1289,7.69
HD 148164 b,HD 148164,37.67784,27.05066,77.1971,8.23
HD 148164 c,HD 148164,37.67784,27.05066,77.1971,8.23
HD 148427 b,HD 148427,23.58167,2.41734,71.3499,6.90498
HD 149026 b,HD 149026,43.28357,61.29711,75.8643,8.15
HD 149143 b,HD 149143,31.48148,17.5164,73.2801,7.89
HD 149806 b,HD 149806,29.61681,16.3427,20.2727,7.08308
HD 150010 b,HD 150010,35.99152,105.31987,144.49,6.2893
HD 1502 b,HD 1502,-48.08435,111.21656,190.953,8.36
HD 150706 b,HD 150706,32.63799,113.00653,28.2697,7.03
HD 151450 b,HD 151450,18.26324,3.2946,43.6002,7.43
HD 151450 c,HD 151450,18.26324,3.2946,43.6002,7.43
HD 152079 b,HD 152079,-1.56882,339.89168,87.8888,9.18
HD 152581 b,HD 152581,31.49074,30.61159,165.76,8.38
HD 152843 b,HD 152843,34.38475,40.17116,107.898,8.855
HD 152843 c,HD 152843,34.38475,40.17116,107.898,8.855
HD 15337 b,HD 15337,-68.70904,219.86213,44.8155,9.1
HD 15337 c,HD 15337,-68.70904,219.86213,44.8155,9.1
HD 153557 b,HD 153557,38.46731,73.37904,17.9412,7.83
HD 153557 c,HD 153557,38.46731,73.37904,17.9412,7.83
HD 153557 d,HD 153557,38.46731,73.37904,17.9412,7.83
HD 153950 b,HD 153950,-1.2319,343.47641,48.4549,7.39
HD 154088 b,HD 154088,7.67253,355.23654,18.2692,6.59
HD 154345 b,HD 154345,37.66299,73.02692,18.284,6.76
HD 154391 b,HD 154391,36.80887,90.05451,100.947,6.1552
HD 154672 b,HD 154672,-9.75953,333.38496,63.0484,8.21
HD 154857 b,HD 154857,-10.02581,333.28825,63.4482,7.24
HD 154857 c,HD 154857,-10.02581,333.28825,63.4482,7.24
HD 155193 b,HD 155193,27.12388,30.50173,57.7995,7.0092
HD 155358 b,HD 155358,34.77496,56.28261,43.6197,7.28
HD 155358 c,HD 155358,34.77496,56.28261,43.6197,7.28
HD 155918 b,HD 155918,-20.83375,317.42953,27.561,7
HD 155918 c,HD 155918,-20.83375,317.42953,27.561,7
HD 156098 b,HD 156098,3.08419,353.51966,48.249,5.53
HD 156098 c,HD 156098,3.08419,353.51966,48.249,5.53
HD 156279 b,HD 156279,35.08164,93.08627,36.1945,8.07
HD 156279 c,HD 156279,35.08164,93.08627,36.1945,8.07
HD 156411 b,HD 156411,-6.46352,340.79031,56.8655,6.67
HD 156668 b,HD 156668,32.1149,51.96923,24.3323,8.43
HD 156668 c,HD 156668,32.1149,51.96923,24.3323,8.43
HD 156846 b,HD 156846,9.98244,5.03368,47.7332,6.5
HD 158038 b,HD 158038,29.86597,50.39671,94.8625,7.47
HD 158259 b,HD 158259,34.09023,80.13841,27.0498,6.47915
HD 158259 c,HD 158259,34.09023,80.13841,27.0498,6.47915
HD 158259 d,HD 158259,34.09023,80.13841,27.0498,6.47915
HD 158259 e,HD 158259,34.09023,80.13841,27.0498,6.47915
HD 158259 f,HD 158259,34.09023,80.13841,27.0498,6.47915
HD 158996 b,HD 158996,30.5774,112.37477,283.659,5.72291
HD 15906 b,HD 15906,-60.77779,182.77821,45.5621,9.78
HD 15906 c,HD 15906,-60.77779,182.77821,45.5621,9.78
HD 159243 b,HD 159243,19.95,29.07673,73.3055,8.65
HD 159243 c,HD 159243,19.95,29.07673,73.3055,8.65
HD 159868 b,HD 159868,-6.31279,347.17359,55.8503,7.24
HD 159868 c,HD 159868,-6.31279,347.17359,55.8503,7.24
HD 1605 b,HD 1605,-31.43019,115.1667,88.8047,7.52
HD 1605 c,HD 1605,-31.43019,115.1667,88.8047,7.52
HD 160691 b,HD 160691,-11.4985,340.05994,15.5981,5.12
HD 160691 c,HD 160691,-11.4985,340.05994,15.5981,5.12
HD 160691 d,HD 160691,-11.4985,340.05994,15.5981,5.12
HD 160691 e,HD 160691,-11.4985,340.05994,15.5981,5.12
HD 161178 b,HD 161178,31.347,103.3849,107.188,5.88375
HD 16141 b,HD 16141,-55.78037,173.94139,37.7861,6.834
HD 16175 b,HD 16175,-16.64016,143.08388,59.859,7.297
HD 162020 b,HD 162020,-6.72629,350.73899,30.8248,9.1
HD 163607 b,HD 163607,30.17327,84.6144,67.7855,8
HD 163607 c,HD 163607,30.17327,84.6144,67.7855,8
HD 16417 b,HD 16417,-66.2377,237.69566,25.3936,5.78
HD 164509 b,HD 164509,11.13651,27.26359,53.1119,8.1
HD 164595 b,HD 164595,23.27765,55.46741,28.254,7.08597
HD 164604 b,HD 164604,-3.1186,2.26337,39.3633,9.62
HD 164922 b,HD 164922,21.78318,52.29591,22.0016,7.01227
HD 164922 c,HD 164922,21.78318,52.29591,22.0016,7.01227
HD 164922 d,HD 164922,21.78318,52.29591,22.0016,7.01227
HD 164922 e,HD 164922,21.78318,52.29591,22.0016,7.01227
HD 165131 b,HD 165131,-0.18908,8.52065,57.4263,8.42
HD 165155 b,HD 165155,-4.32098,1.3791,63.3574,9.36
HD 1666 b,HD 1666,-79.9618,77.10962,117.908,8.17
HD 166724 b,HD 166724,-11.64851,350.82178,45.1342,9.33
HD 167042 b,HD 167042,27.54691,82.549,49.6633,5.98796
HD 167677 b,HD 167677,2.35367,18.84069,54.3258,8.9
HD 167768 b,HD 167768,6.28959,26.28216,107.214,5.98894
HD 168009 b,HD 168009,24.92402,72.81394,23.3032,6.295
HD 168443 b,HD 168443,2.50674,20.81376,39.6245,6.92122
HD 168443 c,HD 168443,2.50674,20.81376,39.6245,6.92122
HD 168746 b,HD 168746,1.03031,18.96358,41.5681,7.95
HD 168863 b,HD 168863,-2.00978,13.67168,39.8979,9.35
HD 1690 b,HD 1690,-69.84117,100.75436,752.615,9.19
HD 16905 b,HD 16905,-51.24171,282.47686,39.7401,9.44
HD 169142 b,HD 169142,-7.80957,3.39212,113.6,8.156
HD 169830 b,HD 169830,-8.4711,3.68683,37.6048,5.9
HD 169830 c,HD 169830,-8.4711,3.68683,37.6048,5.9
HD 170469 b,HD 170469,10.19103,40.94007,60.178,8.21
HD 17092 b,HD 17092,-9.07471,141.30331,228.422,7.732
HD 171028 b,HD 171028,7.41135,36.96748,111.659,8.292
HD 171238 b,HD 171238,-9.05461,5.94504,44.8113,8.61
HD 17156 b,HD 17156,10.9937,131.99027,78.0863,8.17
HD 173416 b,HD 173416,17.21933,65.74238,132.184,6.04188
HD 174205 b,HD 174205,26.17781,101.44139,234.027,6.28209
HD 175167 b,HD 175167,-26.08807,325.36189,71.0863,8.01
HD 175541 b,HD 175541,1.00153,37.21115,129.603,8.020001
HD 175607 b,HD 175607,-25.61517,329.49816,40.3303,8.6
HD 17674 b,HD 17674,-25.86168,151.51873,44.4264,7.535
HD 176986 b,HD 176986,-7.57187,24.36018,27.7843,8.42
HD 176986 c,HD 176986,-7.57187,24.36018,27.7843,8.42
HD 177565 b,HD 177565,-19.07842,359.44857,16.9179,6.15
HD 177830 b,HD 177830,8.67193,57.68396,62.7674,7.18
HD 177830 c,HD 177830,8.67193,57.68396,62.7674,7.18
HD 178911 B b,HD 178911 B,11.69384,65.99249,40.9727,7.97
HD 179079 b,HD 179079,-5.59005,32.82704,69.7116,7.95
HD 179949 b,HD 179949,-15.78659,13.45534,27.4573,6.25
HD 180053 b,HD 180053,10.98272,66.68904,137.043,7.93
HD 18015 b,HD 18015,-55.8753,186.31902,123.801,7.89
HD 180314 b,HD 180314,9.41869,64.0106,122.362,6.61519
HD 180617 b,HD 180617,-3.28372,40.44072,5.91059,9.12
HD 180902 b,HD 180902,-16.32996,14.39883,104.577,7.78
HD 181234 b,HD 181234,-10.54743,27.7801,47.7458,8.59
HD 181342 b,HD 181342,-16.7282,14.50487,120.391,7.55
HD 18143 b,HD 18143,-28.29389,154.43765,22.5243,7.518
HD 18143 c,HD 18143,-28.29389,154.43765,22.5243,7.518
HD 181433 b,HD 181433,-28.04356,329.51487,26.8762,8.4
HD 181433 c,HD 181433,-28.04356,329.51487,26.8762,8.4
HD 181433 d,HD 181433,-28.04356,329.51487,26.8762,8.4
HD 181720 b,HD 181720,-20.48764,5.51512,60.2046,7.84
HD 183263 b,HD 183263,-4.30987,44.60924,54.1955,7.86
HD 183263 c,HD 183263,-4.30987,44.60924,54.1955,7.86
HD 183579 b,HD 183579,-27.69962,343.06161,57.2651,8.67
HD 184010 b,HD 184010,3.8068,60.99426,60.7993,5.88639
HD 184010 c,HD 184010,3.8068,60.99426,60.7993,5.88639
HD 184010 d,HD 184010,3.8068,60.99426,60.7993,5.88639
HD 18438 b,HD 18438,18.19302,129.0842,224.146,5.50474
HD 185269 b,HD 185269,3.58055,63.27132,51.9917,6.67973
HD 185283 b,HD 185283,-29.07595,341.21374,31.395,9.03
HD 18599 b,HD 18599,-53.27814,273.92807,38.5653,8.99
HD 187085 b,HD 187085,-27.12011,2.20149,45.8993,7.22
HD 187123 b,HD 187123,4.67926,69.46581,45.9548,7.83
HD 187123 c,HD 187123,4.67926,69.46581,45.9548,7.83
HD 18742 b,HD 18742,-60.00474,207.80483,162.685,7.81
HD 188015 b,HD 188015,0.54239,64.56026,50.6706,8.24
HD 188641 b,HD 188641,-28.65534,2.67804,64.3399,7.34
HD 189567 b,HD 189567,-31.99284,328.46185,17.9055,6.074
HD 189567 c,HD 189567,-31.99284,328.46185,17.9055,6.074
HD 189733 b,HD 189733,-3.92282,60.96214,19.7638,7.67
HD 190007 b,HD 190007,-14.22203,44.30037,12.7141,7.46
HD 190228 b,HD 190228,-1.406,65.99346,62.7146,7.3
HD 190360 b,HD 190360,-0.67616,67.41056,16.0069,5.738
HD 190360 c,HD 190360,-0.67616,67.41056,16.0069,5.738
HD 190647 b,HD 190647,-30.03255,5.66045,54.4738,7.78
HD 190984 b,HD 190984,-32.85802,331.57931,148.187,8.76
HD 191806 b,HD 191806,10.30093,87.04635,65.6668,8.09
HD 191939 b,HD 191939,17.72195,99.98716,53.6089,8.97
